,tweets,sentiment,word_counts,chars_count,avg_word,stop_words_count,hash_counts,mentions_count,numeric_count,upper_count,emails_count,urls_flag,rt_count
2285,trisht lmao found yayyyy gonna twit nigga everyday jeez wish dday,0,23,116,3.869565217391304,9,0,1,0,0,0,0,0
2286,bed hope cry agian tonight,0,10,47,3.7,3,0,0,0,0,0,0,0
2287,phee78 sorry hun surely hear week,0,11,64,4.818181818181818,4,0,1,0,0,0,0,0
2288,iphone hate atampt service sucks,0,18,92,4.111111111111111,7,0,0,0,3,0,0,0
2289,awake finally munch munch suggestions mind museli yoyo gone,0,22,112,4.090909090909091,5,0,0,0,0,0,0,0
2290,raining wanna sleep cause gots job,0,17,78,3.588235294117647,7,0,0,0,1,0,0,0
2291,alyseegs migraine long eating cookie,0,10,60,5.0,4,0,1,0,1,0,0,0
2292,piano workshop complete mental blank playing scales embarrassing,0,18,108,5.0,6,0,0,0,1,0,0,0
2293,tiredd morning,0,3,20,5.666666666666667,1,0,0,0,0,0,0,0
2294,rainnwilson lied link,0,7,53,6.571428571428571,2,0,1,0,1,0,1,0
2295,hey officialtila win army hating nick tila tequila officialtila live gt,0,21,133,5.285714285714286,3,0,2,0,6,0,1,0
2296,thinking,0,3,19,5.333333333333333,2,0,0,0,0,0,0,0
2297,mrmoz hehe nawh wanna play kitties miss guys,0,12,67,4.416666666666667,4,0,1,0,0,0,0,0
2298,handed basketful lemons,0,7,43,5.0,3,0,0,0,0,0,0,0
2299,soo pissed,0,3,15,4.0,1,0,0,0,0,0,0,0
2300,djgunz felt sick 2day spoke ap 2day said things 4 need talk,0,25,107,3.28,11,0,1,1,1,0,0,0
2301,overwhelmed wordpress themes help,0,7,47,5.714285714285714,2,0,0,0,0,0,0,0
2302,listening cassieventura missing hub baby loveeeee,0,14,84,5.0,7,0,1,0,0,0,0,0
2303,wishes bissell properly,0,7,45,5.428571428571429,3,0,0,0,0,0,0,0
2304,horrible headache sooo,0,7,38,4.428571428571429,4,0,0,0,0,0,0,0
2305,bored hell,0,6,26,3.3333333333333335,2,0,1,0,0,0,0,0
2306,way hate way supposed,0,16,72,3.5,7,0,0,0,1,0,0,0
2307,paninscarlet sorry-- feel hate twitter spam counting days fingers gonna miss,0,23,122,4.304347826086956,3,0,1,0,3,0,0,0
2308,tired capital quottquotpacking cleaning takes toll energy,0,18,115,5.388888888888889,9,0,0,0,1,0,0,0
2309,omg swine flu,0,7,31,3.4285714285714284,2,0,0,0,0,0,0,0
2310,quot drag hellquot moment,0,12,56,3.6666666666666665,6,0,0,0,1,0,0,0
2311,brookeburke dont gym looks anymore thats long ive gone,0,19,102,4.368421052631579,6,0,1,0,1,0,0,0
2312,noshit party great working track raining amsterdam,0,17,89,4.176470588235294,6,0,0,0,0,0,0,0
2313,raining rain learn use thing little room humans use wet,0,31,138,3.4193548387096775,15,0,0,0,3,0,0,0
2314,uniqueguitarist yeah working properly talking friend taking forever xx,0,16,98,5.125,7,0,1,0,0,0,0,0
2315,trying cancer hard,0,8,38,3.75,5,0,0,0,0,0,0,0
2316,definitely taken gone keenans eggs peg,0,13,72,4.538461538461538,7,0,0,0,0,0,0,0
2317,tgif long week study waaaay ahead hate aampp wait start clinicals,0,25,132,4.08,5,0,0,0,4,0,0,0
2318,waiting hear news grandma stroke head sooner planned,0,22,118,4.2727272727272725,13,0,0,0,0,0,0,0
2319,pollen friend sleeves tissues red puffy eyes look,0,20,97,3.85,9,0,0,0,1,0,0,0
2320,nets,0,4,18,3.5,1,0,0,0,0,0,0,0
2321,creat myspace,0,5,24,3.8,1,0,0,0,1,0,0,0
2322,super duper tiard stay sat,0,9,61,5.777777777777778,2,0,0,0,0,0,0,0
2323,sorry busy revision stuff,0,10,57,4.7,4,0,1,0,0,0,0,0
2324,seatacbmx sounds loads fun nights hope event goes,0,18,96,4.222222222222222,5,0,1,0,1,0,0,0
2325,sick feeling stomach ive bad ahh,0,11,59,4.363636363636363,4,0,0,0,0,0,0,0
2326,nicolearevalo aw honey sorry caseylee sleep,0,13,88,5.769230769230769,3,0,2,0,0,0,0,0
2327,s early zombie look brains asleep basic motor skills functioning moment,0,26,138,4.3076923076923075,12,0,0,0,1,0,0,0
2328,wish sun stay looks rain week,0,14,70,3.9285714285714284,5,0,0,0,1,0,0,0
2329,life roof s t r e s s n g rescue,0,22,82,2.727272727272727,5,0,0,0,12,0,0,0
2330,officialvernonk supposed come tonight email date till yesterday late notice come,0,21,123,4.857142857142857,7,0,1,0,1,0,0,0
2331,son found dead bee bee trying push habeeus corpus,0,15,83,4.533333333333333,4,0,0,0,0,0,0,0
2332,raining outside thinkimg grabbing mcds,0,7,50,6.142857142857143,1,0,0,0,0,0,0,0
2333,nyc minute buttttt mr said dress cute,0,17,78,3.588235294117647,7,0,0,0,2,0,0,0
2334,smashed laptop parking lot week goodbye old laptop hello awesome 13 macbook pro yay great timing mac dude,0,24,132,4.458333333333333,5,0,0,1,1,0,0,0
2335,moving internet month miss,0,14,73,4.214285714285714,4,0,0,0,1,0,0,0
2336,wicked nap crap boo,0,16,70,3.375,8,0,0,0,0,0,0,0
2337,ronrainesonline join club,0,14,85,4.857142857142857,5,0,1,0,0,0,0,0
2338,iphone update available,0,5,34,5.8,1,0,0,0,0,0,0,0
2339,soooo tried body running energy drinks,0,7,47,5.714285714285714,1,0,0,0,0,0,0,0
2340,ragazzamatta quothow mequot quiz took pics yday fb xx,0,29,143,3.9310344827586206,18,0,1,0,0,0,0,0
2341,jonaskevin,0,4,23,4.75,2,0,1,0,0,0,0,0
2342,crispyd dude scared happening people ahhhhh,0,11,71,5.454545454545454,2,0,1,0,1,0,0,0
2343,makes sad reasons,0,8,42,4.25,4,0,0,0,0,0,0,0
2344,hate life 8 okay far official worst life,0,22,97,3.409090909090909,10,0,0,0,1,0,0,0
2345,bigtash apologize advance shit load laundry ull tmrw,0,14,77,4.5,6,0,1,0,0,0,0,0
2346,glastonbury fun need festival lovelyness wont fair cider tent 11am year,0,26,135,4.1923076923076925,5,0,0,0,2,0,0,0
2347,twobytescarley sorry met second dirk,0,18,90,4.0,9,0,1,0,0,0,0,0
2348,mr muscle sucks,0,5,24,3.8,0,0,0,0,0,0,0,0
2349,julio bi-sexual girlfriend chris sleeping shoot hoops,0,16,99,5.1875,7,0,0,0,0,0,0,0
2350,little girl chickenpox,0,7,38,4.428571428571429,2,0,0,0,0,0,0,0
2351,snflower99 mean pre baby body b4 1st baby 118 w abs steel rocked miss,0,30,135,3.466666666666667,13,0,1,1,0,0,0,0
2352,woke early saturday charlesampaaron come,0,13,81,5.230769230769231,4,0,0,0,1,0,0,0
2353,tonite erace headwhere head alittle dissapointed self,0,15,86,4.733333333333333,7,0,0,0,0,0,0,0
2354,orangy68 wish wld cool evenings thoughat able sleep,0,17,95,4.588235294117647,8,0,1,0,0,0,0,0
2355,makes sad leave books istanbul bought stuff need room bags,0,23,108,3.6956521739130435,11,0,0,0,0,0,0,0
2356,deahloids benny fave sucks died peace-keeper rocket coward thinks th,0,27,138,4.111111111111111,16,0,1,0,2,0,0,0
2357,unfortinately rain temperature 8c freezingbikehands,0,12,84,6.0,6,0,0,0,0,0,0,0
2358,myjessicamanda argh background kmu sial lek ganti ah,0,8,55,5.875,0,0,1,0,0,0,0,0
2359,youtube maintenance wanted upload video guess,0,18,128,6.111111111111111,7,0,0,0,2,0,1,0
2360,cherry spritestill justis right,0,4,43,9.75,0,0,0,0,0,0,0,0
2361,defunkd gary numan tee high school tee wish threw,0,23,107,3.652173913043478,12,0,1,0,0,0,0,0
2362,changing swimming till 8 studying sats,0,12,74,5.166666666666667,2,0,0,0,0,0,0,0
2363,eonline guys showing tragedies sad,0,11,63,4.7272727272727275,4,0,1,0,2,0,0,0
2364,neotifa wanted wake,0,7,34,3.857142857142857,2,0,1,0,1,0,0,0
2365,taking break cleaning clean kids room look tornado passed painting,0,24,138,4.625,7,0,0,0,0,0,0,0
2366,feeling haircuts hairs short,0,12,66,4.5,3,0,0,0,1,0,0,0
2367,lunch cafeterias feel friendless,0,9,54,5.0,3,0,0,0,1,0,0,0
2368,miss beachhouseee,0,3,20,5.666666666666667,0,0,0,0,1,0,0,0
2369,ohh tiger magic game,0,12,52,3.3333333333333335,5,0,0,0,1,0,0,0
2370,cat threw bed boys pjs bleached quoti dream edward cullenquot shirt sniff sniff,0,28,138,3.9285714285714284,13,0,0,0,1,0,0,0
2371,search coffee pot morning left,0,13,64,3.923076923076923,5,0,0,0,0,0,0,0
2372,janineshepherd hi ajnie hows getting bitten death carribean,0,17,102,5.0,5,0,1,1,0,0,0,0
2373,perezhilton rawr mexico happens,0,14,82,4.857142857142857,8,0,1,0,0,0,0,0
2374,greetings omaha nebraska bust initiation place til dark sad,0,18,106,4.888888888888889,6,0,0,0,0,0,0,0
2375,eunicejann yes job,0,8,48,5.0,1,0,1,0,4,0,0,0
2376,find mouse decided stop working,0,12,56,3.6666666666666665,5,0,0,0,1,0,0,0
2377,bkcyclones spares tonight,0,7,42,5.0,1,0,1,1,0,0,0,0
2378,feeling,0,3,19,5.333333333333333,0,0,0,0,0,0,0,0
2379,reported deaths bonnaroo sad,0,11,70,5.363636363636363,4,0,1,0,0,0,1,0
2380,spiderdavey lame sorry happen,0,8,49,5.125,3,0,1,0,0,0,0,0
2381,j0be38 idea people saying 6pm gmt saying 9pm gmt,0,14,75,4.357142857142857,4,0,1,0,2,0,0,0
2382,happy contacted asy 6 months comeback,0,18,86,3.7777777777777777,9,0,0,1,1,0,0,0
2383,sad american televisionnip tuck cancelled,0,11,69,5.2727272727272725,4,0,0,0,0,0,0,0
2384,thesis making depresso total final countdown,0,9,63,6.0,2,0,0,0,0,0,0,0
2385,sleep possible right leg hurts,0,12,65,4.416666666666667,5,0,0,0,1,0,0,0
2386,omg leaving jet plane,0,8,40,3.625,3,0,0,0,0,0,0,0
2387,sad tweet friend twitter,0,10,50,4.0,5,0,0,0,1,0,0,0
2388,mall hanging friend leaving friday,0,19,99,4.2105263157894735,9,0,0,0,0,0,0,0
2389,tiblockhead greati phenomenal missing sev215,0,18,110,5.055555555555555,8,0,2,0,0,0,0,0
2390,mellaura wave miss ff cant complete bit coursework r xd,0,20,95,3.75,10,0,1,0,1,0,0,0
2391,seriouslynikki nooooooooooooooooooooooo lame-status wish youll fun grad performance,0,15,115,6.666666666666667,5,0,1,0,1,0,0,0
2392,xanderstrike hey bucko cars broken shove ps kids cry,0,18,96,4.333333333333333,7,0,1,0,1,0,0,0
2393,says bye bye mr sunny,0,6,48,7.0,0,0,0,0,0,0,1,0
2394,dyin wanna doctor moms gonna,0,16,72,3.5,6,0,0,0,1,0,0,0
2395,yuck foam party tonight,0,7,35,4.0,3,0,0,0,0,0,0,0
2396,working til midnight er,0,6,31,4.166666666666667,2,0,0,0,1,0,0,0
2397,jonasl having trouble google wwhat wrong life,0,14,81,4.714285714285714,4,1,1,0,0,0,0,0
2398,mileycyrus thank,0,8,43,4.25,4,0,1,1,0,0,0,0
2399,itsconnorrr dear yes waiting stuff rolling carpet,0,20,101,4.05,10,0,1,0,1,0,0,0
2400,triciaanne30,0,6,36,5.0,1,0,1,0,2,0,0,0
2401,bookchicclub man dang wont hear soon,0,11,65,4.909090909090909,1,0,1,0,3,0,0,0
2402,tiredill,0,8,42,4.25,5,0,0,0,0,0,0,0
2403,eat meat feeling sick ahhh,0,8,40,4.0,2,0,0,0,0,0,0,0
2404,emilie autumn canceled eu dates including mera luna rubbish,0,12,73,5.083333333333333,2,0,0,0,1,0,0,0
2405,kerrycattell sleep,0,8,55,5.875,2,0,1,0,0,0,0,0
2406,stupid waste saturday,0,5,27,4.4,2,0,0,0,0,0,0,0
2407,malcolmbastien thing digg things 5 years ago gets reposted quotnewquot,0,16,103,5.4375,5,1,1,1,1,0,0,0
2408,uk heading great shopping harrods selfridges mamps guys,0,20,123,5.15,5,0,0,0,1,0,0,0
2409,43304135 imy,0,2,14,6.0,0,0,1,0,0,0,0,0
2410,cell dying prolly tweets tonight,0,9,48,4.333333333333333,4,0,0,0,0,0,0,0
2411,leaving disney fell ass hard anaheim,0,12,81,5.666666666666667,3,0,0,0,2,0,1,0
2412,days turned 4 days somebody away shoe laces,0,15,72,3.8,4,0,1,2,0,0,0,0
2413,marygrimm god sorry,0,7,33,3.7142857142857144,3,0,1,0,0,0,0,0
2414,nice sunshine stockholm supposed pee rest week,0,20,98,3.9,11,0,0,0,0,0,0,0
2415,dropped phne scratched,0,8,39,3.875,3,0,0,0,1,0,0,0
2416,man havent twittered 4 long missed d frst d nv youth conf huhu 930-6 huhu excited 2mrw tho,0,30,137,3.566666666666667,9,0,0,1,0,0,0,0
2417,lonely homework long saturday living life,0,18,94,4.222222222222222,9,0,0,0,0,0,0,0
2418,weeks til hi,0,8,31,2.875,1,0,0,1,1,0,0,0
2419,360 broken,0,4,18,3.5,2,0,0,1,0,0,0,0
2420,cloudy guess lay,0,8,39,3.875,2,0,0,0,0,0,0,0
2421,running fast sinking sand,0,11,55,4.0,5,0,0,0,0,0,0,0
2422,grr restaurant city maintenance,0,6,42,6.0,2,0,0,0,0,0,0,0
2423,wow soo weird cell phone thank goodness technology yeah sucks blackberry,0,25,132,4.28,13,0,0,1,0,0,0,0
2424,bethybbz hate yoo crabstickz tweeted ya bak n 1 ya,0,18,83,3.611111111111111,5,0,1,1,0,0,0,0
2425,chad weeks tomorrows rough,0,14,73,4.214285714285714,6,0,0,0,0,0,0,0
2426,datonee area austin sxsw tho,0,19,87,3.5789473684210527,8,0,1,0,3,0,0,0
2427,nickjonas ny week,0,10,47,3.7,7,0,1,0,0,0,0,0
2428,dropped broken things electronics,0,9,56,5.222222222222222,2,0,0,1,0,0,0,0
2429,game takes long lose,0,11,45,3.090909090909091,5,0,0,0,0,0,0,0
2430,demilovatoxoxo yesi miss,0,5,35,6.0,2,0,1,0,0,0,0,0
2431,stephster consulted nate chuck certain crisis,0,13,79,5.076923076923077,3,0,1,0,1,0,0,0
2432,turquoise talons turquoise hooves rip spring 2009 nails,0,16,91,4.6875,7,0,0,1,1,0,0,0
2433,miss sistersaturday cant soon,0,9,55,5.111111111111111,3,0,0,0,1,0,0,0
2434,shannonmelliott hope ur ok thinking,0,8,48,5.0,1,0,1,0,1,0,0,0
2435,nevermind baby shower hate hour car rides jenny,0,16,87,4.4375,5,0,0,0,1,0,0,0
2436,trying fix carpet dont charged dang dog,0,15,67,3.466666666666667,7,0,0,0,0,0,0,0
2437,jp1983 far away sheffield raining heavy,0,16,90,4.5625,6,0,1,0,0,0,0,0
2438,gotta trust dude poke cameras knee tomorrowsort friend wanna kick ball,0,22,117,4.318181818181818,11,0,0,0,0,0,0,0
2439,looking forward school induction dayeugh year 7,0,15,83,4.533333333333333,7,0,0,1,0,0,0,0
2440,lexcanroar sims 3 making sammiches monies buy,0,24,116,3.8333333333333335,10,0,1,1,0,0,0,0
2441,david cook cry,0,6,30,4.0,0,0,0,0,0,0,0,0
2442,windy warm feel nose starting itch,0,13,68,4.153846153846154,4,0,0,0,1,0,0,0
2443,ready hamlet fucking awesome appart fact uerjs theatre wont college,0,26,136,4.230769230769231,12,0,0,0,2,0,0,0
2444,moon trailer looks amazing 6 months cant wait,0,9,53,4.888888888888889,0,0,0,1,0,0,0,0
2445,sdbn unfortunately lots vacation week yay manager teresa,0,24,128,4.333333333333333,10,0,1,0,2,0,0,0
2446,pattylust smel ohhhh coming msn talk lonely soul minute xx avec cherry,0,25,128,4.08,10,0,1,0,1,0,0,0
2447,thought b able sleep 2nite guess,0,15,67,3.466666666666667,6,0,0,0,0,0,0,0
2448,baby longer kindergartener,0,12,66,4.416666666666667,6,0,0,0,0,0,0,0
2449,deltwitt let wanted said couldot aids,0,22,125,4.681818181818182,12,0,1,0,2,0,0,0
2450,study weekend depressing,0,6,34,4.666666666666667,3,0,0,0,0,0,0,0
2451,drury hotel atlanta headed va internet days,0,12,72,5.0,5,0,0,0,1,0,0,0
2452,lavasusan hulu special episodes hopefully replay soon,0,13,85,5.538461538461538,4,0,1,0,0,0,0,0
2453,sold gonna,0,9,42,3.6666666666666665,5,0,0,0,0,0,0,0
2454,jamie1078 yeah hard suck making decisions feel happy,0,25,137,4.48,14,0,1,0,0,0,0,0
2455,debbieturner called number answer,0,8,47,4.875,3,0,1,0,1,0,0,0
2456,laurachristine wwhat wrong w honestly wish come canada pay border bc bad boy,0,28,136,3.857142857142857,9,0,2,0,4,0,0,0
2457,ayatoshirosan later fall asleep lt3 lt3 lt3 hope managed darling,0,26,146,4.615384615384615,11,0,1,0,1,0,0,0
2458,nice weekendnow shattered lots abandoned fmp doboo,0,13,80,5.153846153846154,4,0,0,0,1,0,0,0
2459,woke feeling kind sick cough sniff sniff,0,9,50,4.555555555555555,2,0,0,0,0,0,0,0
2460,forgive mark hughes gets tevez worship sparky,0,17,89,4.235294117647059,5,0,0,0,2,0,0,0
2461,seanwg books need read list right read,0,21,99,3.7142857142857144,11,0,1,0,1,0,0,0
2462,upload photo twitter let says big,0,17,74,3.3529411764705883,7,0,0,0,1,0,0,0
2463,octo drive,0,5,23,3.2,2,0,0,0,0,0,0,0
2464,raining hard million places,0,14,66,3.7142857142857144,7,0,0,0,1,0,0,0
2465,lying sofa hurt,0,10,41,3.1,6,0,0,0,0,0,0,0
2466,philcampbell hate wait,0,14,68,3.857142857142857,8,0,1,0,1,0,0,0
2467,imperfect truth hurts,0,3,23,6.666666666666667,0,0,1,0,0,0,0,0
2468,lot people talking nick jonas twitter o rainy dont,0,25,109,3.36,8,0,0,0,1,0,0,0
2469,ruuku yeah kinda sad names booklets tho,0,14,73,4.214285714285714,5,0,1,0,0,0,0,0
2470,camera survive fourth vegas,0,10,52,4.2,4,0,0,0,0,0,0,0
2471,enjoy little possible book groceries 8-10am slot,0,21,112,4.333333333333333,9,0,0,0,1,0,0,0
2472,hecki smell camp fire dont early,0,15,72,3.8,6,0,0,0,1,0,0,0
2473,zanessalove01 sorry tell rosie carter tell,0,16,83,4.1875,6,0,1,0,0,0,0,0
2474,feel sick remember eat especially nasty iron pills,0,20,109,4.45,9,0,0,0,2,0,0,0
2475,countmeout went sour,0,6,37,4.666666666666667,0,0,1,0,0,0,0,0
2476,,0,2,8,3.0,0,0,0,0,0,0,0,0
2477,ipod usual thinkin erm bored,0,6,35,4.833333333333333,1,0,0,0,0,0,0,0
2478,tea gone,0,5,21,3.2,2,0,0,0,0,0,0,0
2479,ahhhh tummy hurts,0,4,21,4.25,1,0,0,0,0,0,0,0
2480,aw becky sad,0,4,18,3.5,1,0,0,0,0,0,0,0
2481,feeling,0,4,20,4.0,2,0,0,0,0,0,0,0
2482,burned toast,0,5,23,3.6,2,0,0,0,0,0,0,0
2483,skardi582 mad,0,8,42,4.25,4,0,1,0,0,0,0,0
2484,finally bike ride todaygot halfway blew tube tire,0,18,94,4.222222222222222,9,0,0,0,0,0,0,0
2485,mcladylumos thats bad,0,4,27,5.75,1,0,1,0,0,0,0,0
2486,understand son naptimebedtime hard,0,16,80,4.0,10,0,0,0,0,0,0,0
2487,submitting sf4 player thing beat,0,17,119,6.0,6,0,0,0,3,0,1,0
2488,come past jb known france turns wrong way,0,25,120,3.8,9,0,0,0,1,0,0,0
2489,feel bad doggyshe miserably sick shaking,0,12,68,4.583333333333333,4,0,0,0,1,0,0,0
2490,strikes 3 games noooo,0,8,53,5.625,1,0,0,2,0,0,0,0
2491,blazed path worm armageddon sorry worm friends,0,12,66,4.5,3,0,0,0,0,0,0,0
2492,pain killers took sore head throat budge,0,17,89,4.235294117647059,5,0,0,0,0,0,0,0
2493,wants miss working,0,12,56,3.6666666666666665,7,0,0,0,1,0,0,0
2494,,0,4,25,5.25,2,0,0,0,0,0,0,0
2495,didnt,0,3,15,4.0,1,0,0,0,0,0,0,0
2496,itsemcee use twitter,0,4,28,6.0,0,0,1,0,3,0,0,0
2497,dinner went ikea eat ironically sweet meatballs gravy potatoes tkb gym punch,0,25,138,4.48,8,0,0,0,4,0,0,0
2498,timclicks nope asking times future reference working,0,12,80,5.666666666666667,3,0,1,0,0,0,0,0
2499,kassiekern wanna caite kent sory cant talk jassiei,0,13,75,4.769230769230769,2,0,1,0,1,0,0,0
2500,gdauthority flying driving dying cuz seeing,0,15,77,4.133333333333334,5,0,1,0,1,0,0,0
2501,man mattress mack ok sad hear happened,0,16,81,4.0625,7,0,0,0,0,0,0,0
2502,missing son realizing huge mistake,0,10,55,4.5,4,0,0,0,3,0,0,0
2503,ayyorudy tonight,0,15,69,3.6,7,0,1,0,2,0,0,0
2504,sorry truly missing smile laugh miss,0,24,101,3.2083333333333335,9,0,0,0,2,0,0,0
2505,cant mtv movie awards tuesday mtv brodcasted,0,15,79,4.2,6,0,0,0,1,0,0,0
2506,jessicalk couldnt min ago bt voted em loads haha,0,17,88,4.117647058823529,6,0,1,0,0,0,0,0
2507,premier league badges glued stitched wanna ruin toon,0,17,92,4.411764705882353,5,0,0,0,0,0,0,0
2508,jemillahayne omg damn burt ground,0,7,48,5.857142857142857,0,0,1,0,2,0,0,0
2509,nubiancooki ya wish menu txt craze txt 20 people back2back ha,0,30,137,3.566666666666667,12,0,1,1,4,0,0,0
2510,ferrari level compete brown gp turkey,0,14,71,4.071428571428571,7,0,0,0,0,0,0,0
2511,hot wear clothes,0,5,24,3.8,1,0,0,0,0,0,0,0
2512,matt369 florida baynews9com webaddress miss channel,0,11,76,5.909090909090909,4,0,1,0,2,0,0,0
2513,kinda sad jessicapinup tonight,0,12,66,4.5,6,0,1,0,0,0,0,0
2514,pcdmelodyt sorry bout let mel,0,6,36,5.0,1,0,1,0,1,0,0,0
2515,wysongg eeeek cut list tweets soooo annoying,0,16,81,4.0625,7,0,1,0,0,0,0,0
2516,feel extremely depressed right,0,6,38,5.333333333333333,1,0,0,0,0,0,0,0
2517,storming half shake ur bootie k,0,15,76,4.0,5,0,0,0,0,0,0,0
2518,sick tired bodys resisting rest,0,9,52,4.777777777777778,4,0,0,0,0,0,0,0
2519,forgot phone,0,7,35,4.0,3,0,0,0,0,0,0,0
2520,ekurjhbfekrsjhsdbfhejsrbfdjherbsf,0,6,54,8.0,3,0,0,0,0,0,0,0
2521,jaylastarr sad big wwhat quotgood dadsquot mean,0,14,91,5.428571428571429,2,0,1,0,1,0,0,0
2522,mad printing wrong things scared dont wanna failll,0,13,71,4.461538461538462,3,0,0,0,0,0,0,0
2523,aslep right,0,8,39,3.75,3,0,0,0,1,0,0,0
2524,fkkkkk went way tattoo place closed,0,14,76,4.428571428571429,0,0,0,1,12,0,0,0
2525,mums trying feel ebtter stopping voting adn winning shortstack cried,0,18,104,4.777777777777778,8,0,0,0,0,0,0,0
2526,msjbell haha feel nauseous checkout line grocery store tabloid culture feel freak,0,22,119,4.409090909090909,6,0,1,0,2,0,0,0
2527,feliciaj placethat didnt decide,0,10,61,5.1,5,0,1,0,0,0,0,0
2528,bbc radio cambridge 9pm tonight check myspace evening tune miserable kerrang,0,23,129,4.608695652173913,7,0,0,0,1,0,0,0
2529,having difficulties abstractclass,0,4,40,9.0,1,0,0,0,0,0,0,0
2530,sallyfield haha true lovely smell maccas car 4 weeks hungary car trip,0,28,137,3.892857142857143,12,0,1,1,0,0,0,0
2531,joy nodded running late,0,9,45,4.0,3,0,0,0,0,0,0,0
2532,tommcfly tomlookmaybe rude sorrybut understand canceled concert stupid flu anymore,0,21,132,5.285714285714286,7,0,1,0,0,0,0,0
2533,omg cousin krystel mtvern laughing thisclose losing voice cracky,0,20,110,4.5,10,0,1,0,0,0,0,0
2534,stavc 3425 blues choices ie bristolskyblue,0,16,102,5.375,5,0,2,0,0,0,0,0
2535,cpunches folding laundry came gone,0,13,68,4.230769230769231,6,0,1,0,2,0,0,0
2536,went blue october concert 12th amazing miss replay grand canyon yay,0,25,123,3.92,10,0,0,0,1,0,0,0
2537,d-zam left lil tv watch parade rally carry 1derful,0,25,119,3.76,8,0,0,0,4,0,0,0
2538,tizzysizzleberg wish seen,0,7,45,5.428571428571429,0,0,1,0,2,0,0,0
2539,moe went house,0,9,40,3.4444444444444446,5,0,0,0,0,0,0,0
2540,madeofhoney1 didnt hear wut said end dont wanna ask cuz annoying,0,21,100,3.761904761904762,8,0,1,0,0,0,0,0
2541,lilangelmindy swine flu spread la salle 3 students tell mom,0,23,131,4.695652173913044,8,0,1,1,0,0,0,0
2542,nautious strait apperently baby appreciate wings preggie pops morning,0,22,121,4.5,9,0,0,0,1,0,0,0
2543,sigh hard explain reasons,0,9,47,4.222222222222222,5,0,0,0,0,0,0,0
2544,watch angels demons inox chennai havent seen friends seen,0,19,101,4.315789473684211,6,1,0,0,1,0,0,0
2545,stood upp,0,6,27,3.5,3,0,0,0,0,0,0,0
2546,wonderful having wake 5 finish homework history left need summer,0,21,106,4.0476190476190474,9,0,0,1,2,0,0,0
2547,woke sick,0,4,19,3.75,1,0,0,0,0,0,0,0
2548,emilymarsden haha kaley wasnt therebtw onee wutz fb ms werent 4 thiz iz harderr,0,22,120,4.454545454545454,2,0,1,1,5,0,0,0
2549,feriaspicepower argh terrify hope car relatively unscathed,0,14,91,5.5,7,0,1,0,0,0,0,0
2550,forherself radio station hates reba,0,6,41,5.833333333333333,1,0,1,0,0,0,0,0
2551,right peeps hope twitter fixes twitter mobile tweet race mtwitter 4 days fail,0,27,138,4.111111111111111,13,1,1,1,0,0,0,0
